mu_eff,lam_eff,C_eff,kappa_top,lam_top,C_top,max_contrast,contrast_12,contrast_23,n_interfaces,first_iface_depth,h_top,h_mid,dt_ratio,rmse_Ts,amp_ratio,i
2153.7670581874763,1.817040460482403,2552894.468680137,7.351459436881859e-07,2.160635007787318,2939055.8790918896,9.518052358413703,1.2286445961059222,9.518052358413703,1,0.2803338962502883,0.12061428631227523,0.1597196099380131,35.28700529703292,3.14327437886326,1.3419629449507278,0
1559.6636304289768,1.6068631491619245,1513850.536277229,3.8715385689629425e-07,0.9899152581581949,2556904.033177075,3.4152277865841736,2.3442150260383516,3.4152277865841736,2,0.03665477224782096,0.03665477224782096,0.1625964844738918,18.583385131022123,2.21918260150632,1.3382600175492323,1
1720.4540337033952,1.3618422603787916,2173498.4793782067,1.5049356983719024e-06,2.086314812782197,1386314.9203246708,2.0422098089393637,1.3059237814331406,2.0422098089393637,1,0.15805033633810237,0.09209602231205853,0.06595431402604383,72.23691352185132,3.9499208456845953,1.5406332208172644,2
1180.365829689341,0.6084442510285366,2289878.6364452983,5.526898161034914e-07,1.2201304089448821,2207622.3831061367,7.755761572071591,7.755761572071591,1.5183175550930674,2,0.12118985461958905,0.12118985461958905,0.0986596769629919,26.529111172967585,2.7725935451040877,1.3897453462882452,3
874.6780637950408,0.568186274461757,1346498.058245044,7.263134539597496e-07,1.2269339470619391,1689262.3155648343,2.386080168953196,2.386080168953196,2.3703791966099477,2,0.062357296557959754,0.062357296557959754,0.1426149265087172,34.86304579006798,3.7559569040973195,1.5940847226973827,4
1284.8082284521713,1.062520520171561,1553600.2858861203,7.088771537404245e-07,1.7806362448053978,2511910.8937420044,2.1840304429670017,2.1840304429670017,1.0413781692586321,1,0.076829749453403,0.076829749453403,0.2581695490144594,34.026103379540366,3.6131868841972006,1.3923578801978842,5
1055.7026739716327,0.515868415044734,2160450.423649624,2.68152448030125e-07,0.57977968594026,2162127.1414800803,11.879202152162247,8.521464884344281,11.879202152162247,2,0.10872441551674682,0.10872441551674682,0.08493812090232745,12.871317505446,1.7383058713031403,1.3450193282491731,6
832.2424422841594,0.3932723170094558,1761190.535876058,2.595829280629198e-07,0.4355127955063779,1677740.5153578313,2.1220975996190794,1.3173458384391394,2.1220975996190794,1,0.27184434980820765,0.0796590508199842,0.19218529898822345,12.459980547020152,1.5335939969300996,1.3960912521430162,7
1020.7332680742196,0.9956959982909888,1046400.1124256662,9.059574688403659e-07,1.4420971857889926,1591793.4730809059,6.221248686965721,1.8146943254370622,6.221248686965721,2,0.10251338160007681,0.10251338160007681,0.188394850164499,43.48595850433756,3.663068671333375,1.5205696400057704,8
944.1112035894821,0.44563973273381075,2000149.2220524214,1.1134562382983509e-07,0.23992658005375844,2154791.2868172377,3.0817366516382734,3.0817366516382734,2.0299855587882436,2,0.13094239952486159,0.13094239952486159,0.10848487146633518,5.344589943832084,0.882397696648052,1.2691363608519028,9
1251.5866627015635,0.9769562425666836,1603417.9485224136,2.832151794130314e-06,2.053648923198483,725119.6519391043,4.473365379744112,4.473365379744112,3.811693403617432,2,0.10636076024256039,0.10636076024256039,0.1515967153600176,135.94328611825506,5.455573298910691,1.9540605575295626,10
1269.5055836850154,1.2294772899120467,1310837.08518335,3.2050398546664913e-07,0.4655490465116042,1452553.0652412062,3.771858050399173,3.771858050399173,3.50118166071803,2,0.04096533127436823,0.04096533127436823,0.17526119377584087,15.384191302399156,1.4900647851311293,1.3688276156202213,11
1530.8527491264979,1.155193595032702,2028673.0722756605,1.7037284720245182e-07,0.3832141650892368,2249267.834526874,6.280167847098994,6.280167847098994,2.62241468326652,2,0.06703563937194076,0.06703563937194076,0.07191247982902524,8.177896665717686,1.2758269816046337,1.3273607211168652,12
1331.1198265919077,0.9034859063258518,1961159.5270496923,4.275222360622666e-07,1.1784676051450929,2756505.991359604,3.8392753021172026,1.643627669877167,3.8392753021172026,2,0.1212376175155533,0.1212376175155533,0.2292225472897489,20.521067330988796,2.4721362276328835,1.3486282148110116,13
1624.338376187675,1.6182152647045644,1630484.656710809,2.2806995133891213e-07,0.5242546790541561,2298657.3898773417,4.098590020985499,4.098590020985499,2.7453609419589986,2,0.05977436113958483,0.05977436113958483,0.19480489223547398,10.947357664267782,1.5729798613207844,1.3509119447923232,14
1024.2463853263732,0.8237601320190212,1273526.8642861648,1.7444978368170205e-07,0.3026663707357338,1734977.0481112974,7.775239745787906,3.5310435471244648,7.775239745787906,2,0.09593273595865563,0.09593273595865563,0.21246165038870501,8.373589616721699,1.1388792444889657,1.3460331594678134,15
1650.963917724668,1.7219210931879674,1582930.75589338,3.7261016809793535e-07,0.5094231244885267,1367174.5113370926,4.547387385189905,4.547387385189905,3.718638094792197,2,0.03344238580393172,0.03344238580393172,0.19691114304442803,17.885288068700895,1.416553106806091,1.3196293418479692,16
1576.9945814059836,1.0846338027619544,2292858.5698242695,1.1458198984938288e-06,1.9785645454006868,1726767.4858863023,7.830053789106338,7.830053789106338,2.1290739315755274,2,0.1446126977213879,0.1446126977213879,0.17057585923572505,54.99935512770378,4.122388873412429,1.4844107700877565,17
1333.112231634181,0.9271966009144814,1916732.8917943072,1.6168172675529867e-06,0.8957655936221252,554030.1997008261,2.677965626517811,1.4799043360159314,2.677965626517811,1,0.1982975379103774,0.081553622137404,0.11674391577297341,77.60722884254335,2.840908567352273,1.752671050013702,18
1619.0526372549637,1.1985062756506728,2187165.386997347,1.678251254596435e-07,0.3605817787250645,2148556.5867297547,4.805829003425628,4.706250642912975,4.805829003425628,2,0.0382323815698194,0.0382323815698194,0.18850903588476237,8.055606022062888,1.0869596563180364,1.2716676693678546,19
689.7715331627801,0.19956818208748384,2384071.2631894625,4.571645539797737e-07,0.6525135781477139,1427305.709656097,4.606170163324905,4.606170163324905,4.231003781977835,2,0.034006322974266555,0.034006322974266555,0.279002961284402,21.943898591029136,2.478768133682582,1.6316091288389878,20
1119.9711337919102,1.2070497468437058,1039174.5193659808,2.8104654876991464e-07,0.7982028115362847,2840108.925122408,3.9709888894947643,1.6435546801604632,3.9709888894947643,2,0.061228056066953,0.061228056066953,0.28822484876743626,13.490234340955901,2.0830761153570183,1.3278914902227856,21
1933.4284521551465,1.9749275675162563,1892801.356914714,8.194365806934112e-07,2.2400254390117933,2733616.599244658,2.089455450302577,1.188916589920513,2.089455450302577,1,0.3746565088143542,0.07656261780039493,0.2980938910139593,39.33295587328374,3.576057850778463,1.369348386464619,22
1105.6388777183354,0.5684396777125055,2150513.72353448,8.62152348126654e-07,0.9967785492969041,1156151.2898071618,3.541666897517626,3.541666897517626,2.7433964474988373,2,0.12036161617442845,0.12036161617442845,0.21541531579194026,41.38331271007939,3.094213840599588,1.6399320860942037,23
674.1855472223634,0.4897879049858473,928006.0766234142,1.7416671801812006e-07,0.4678823598987857,2686405.102093661,1.3071032269873708,1.0455776855795296,1.3071032269873708,0,2.0,0.03595853121349318,0.25777816803122655,8.360002464869762,1.6203637952965935,1.3385162521483078,24
742.9444046508762,0.7654260268825627,721123.0987925782,1.2119265235393901e-06,1.3017788468856215,1074140.0749971382,3.5768559677849994,3.2338404291212925,3.5768559677849994,2,0.12106262897135309,0.12106262897135309,0.2929566065152418,58.172473129890726,3.946269077220512,1.6629577250193615,25
